puuid,accountId,summonerId,summonerName,leaguePoints
6GzINA-h4d2D8_tTF2QzSaDMG767GQpK2flBmkgvVoegXkn2q8j_CnyjystgVpN_4iZ_lkVdX8WE4w,1peKi2xwpQhYn59BtX6iCEy3YQ8KoQ5GeeneMwCNBjPGLi5gEEJeC5FO,vFzTBIPbyg-rYlmRri2bQ8nX0njX_HTO1iwebJrv-PcFMNho,Cuboño,692
HRNnnsLbVYD5SRpaDSzXt8QwiRz-bvvGSJpwAfY6KtePDNwTEmfUiXw-1Frf5VUSTeHNuoMukiVFWg,OoKny8g9BP5Bf7DVNSvGyNf6B5t37u-s4eI2qMBxvntZvNc,4Jl6N0kFXwmoHQGYX2N1Wm-7UYqpYzR_0G1b78dTsCV4hbk,L9 ELOGORMIT,692
O4nDOUNHWxG_QxGHg7YPAPBUEfYxN_1U6yLcAAzDFtDC-u8LJkFCSbj_aVfKml2A2IpMATPOkcAarQ,1YEtxnqb7sRvpJCLxi1lWZlZFYvmXkestUWtHr7hofTFJUI,Uups-cEwchgpKG0CQvMcx_0QtLbc3Gg0ly6W9ebkXdBVsr-l,1timecomming,692
JrWJa7a9yJHv5KBuMB7B-TpzcE53RQEpAsrAT7fuAJ69JV_ArUktVnOfaDdMo6lkkBn28aNLJx4bNQ,kwmibp3fbZBXRkKCkpDSvaIX57tKp5T9AREZO9fkC4qUBsGwq5dNJctK,tTa3l5ibvFKr2DIsaRHbR5wgf6elNCWc-Zj4AFOsStTw2Cv5To9-Ji0vMw,Alcohol,692
tomxBv_bcTbC4de3Hvzk5HwBIUGnYJdFpRcrORHhYH6SBpBi3Wa5nGjWABbJ9e-UygS7C-1Um40CzA,ixOlko3UpyYV67ROFNDTBTro92AJqH56tBbJnBpvt-TGfj4,rk7UqqaA8INU4lIte726aZ-7UIzxZjgSzPiNViDhe2-SWBk,Demon Lοrd,692
SWZEZpRDy9D4CdGhqcDtOVEXcwpTi0a4PgM3rWcua9eV5AaT32I7GtrC5K8jKlvM4oD04EdMPDgq3g,Ntm4eEP2mmArvYTiE78hzA8fxLHf1fbO4sZlW59UW1jQdNI,UUqQvQJbbPdo98r5Wdd8Q8fCkGqmpuMHojOHwJlw_Fgt_gM,Suspect Shinobi,692
lgTuKD3AYUaAMF4fc-FovLxOY0VTTfhY4jJwcrLnmDROH93prQr7Xr6uayrxobZ7RhV3RyfEEImvkA,KlokGZcxTpU-XZYOvXp4Prxxv8BI_ux_QG3GtSnl4zU24w,f495NE1bvwAjup5lPfWgFGcGgmNJlFjOv5mpBwhxmmwrG-o,How can i care,692
yh1cJ6yXL46_7ocj3QZPWDY8mZG4C8argccg9kOjj5VrEMiJt_WenF469k2TsmWvr4W57UCjAU9fTQ,KK93Y0rZxFVJ7lc5FvoYi1TV1PqvYCyfL0_g8qZEKBo4rTmtqdsHMZW_,8qNrYGeyTWRf1k4qr5vg4dPMw16YiReQlQxZXc1sWsEprlrW,bojji,692
PoNouBU3cSJAmPrOrJ6nbmpfsOlonqufgSGqR95IS0Rv8VJ_4SeeQveW9ilggYa_14AV6uGIr74WGQ,cHOiG0JJ3-HOGecgWG3APWHBRtrLQU-O7l2sO-xJ_nvuIeQ,sKsM6eTbP5xnL-8KlsDdwNgyVnEgYp7TpPn4hsoU0fNEViY,SkuDeez Nuts,692
wl8ay9aw38E1q9x1J84HpNc7CIHkD6lHJzXOS3DcsI5_tDdEtmwITaEAUzRym1OJqdC5fPV2zx-1EA,WNYy1TC0Pu_BbyXVNGOMM0hS0eBL_9YQ29BdbuGynWI0Lm8,MDOPd5xWAGcQBs9ZD1K-yjARvKstfRvb9K-HIRfOgg2rBp0,R3j3ct,692
nzhRMAvC7n_3sNo90dKqNVtKQZYA1G3qvpZG3sKdxI4kP3tAChoXsd06_Bj61daXoKe2mK6XCQDNFg,DI2wb0016ZC38SjDNk49WnsCSmtolNtxP0cN1g1JJr6MeNo,7_kqgEP9G-KEGw7Kt-z91Mu2C_dCh64jP1vC_LeQkQPoWSk,STAAANGEEEEN,692
XqrHthrpM1CcQMG87Js7LDmvxNl9B9OuuX2shxnMgnNi2eMSDErHiK98pA6vfu-FdpzZkfjbqExesQ,x0r2VZTh9vhno_lIOdxIpGGUS902a_zM0Rthec4bpCPlTw,fwEcmW7Q0OPS7uw0RxuE-f2b48UME8Fah798GncpJ5z0bcI,L352,691
k9tBu4yz64Hf7Q3KsikpAW5IWWfUEuQjqwtJkIJ68AsAPatb2ecgs2RRFjjr93bsws6ixm5EgcH-Pg,G0gzeKs1RgtbmqTBpRSje3Zd5kE0QCka1_XuPCaSe-Wj3Fk2s8oOaL9o,1_kAj2bNxuMShAbRlHPwA7jY5FFBcKu_fuie6wfceIOgVaIw9t4AXPYASQ,finnry int acc,691
U28lCVaqm_NlM1mYig8amXBhqavBd9nYFqLrmtoNuKa9j1LsW58bDmyOUuKrarEtLTnWvA4ZFoO7WQ,asAIS_miG6mM7nsAaSroQ-P9QKKxAWbrMEJYSJDrOLsSSjGvmM4_pWBZ,SeyD3vQGHb-TsR0GdIngMcIkev22EBhyygW5Aacg2eujtiF34oW60EodTQ,Urek Mαzino,691
buDX0GCvKQUNWEUblRIX06CiSxEwvhWD2h5eWW6RYUW9qOXKPq3AiRFTwp0x7Y63KwMjw9waTmpfIg,jsDft0B1Ibj3cdxTf-B1ewb4HnuUDlBDzIpFzuXpSwNKuw,xWZ0VhwylfL8RgZxNQvaQ02xm4FZkTlfW9Gb5Yq2JTKlSKM,Midgard Phoenix,691
1QwCRufbPyaghH5-AKZjw53hT3HFJBqyXSw7Rc-8RUDI6UNZMWuo7X2kW1RhATghawJepfvCicvu0g,aBoG4zzszvMTQu_XpR4AjySH05PJ67_7L72S5HhPJmn5Iig,S1QPUQtpJkYdHFmig94u7hrNgy1cUj2EsLYGm5yBbKJoB1U,LFT Woden,691
P2Ua_BOUR6NVaFWiu6XBIQPRy6qCLObqJtD-Pp-utjqMxDMdcPFLP2NpWdWKGjgH4V7-dwT1mDx9Vg,2wxFxhMMV3srh3K8uMiynHtGwqKElqwWem98ypMo8ByCEW8,mBO0HppcxuWHgfZe9Oh0ODL8w8BfwuF1sD97nEB0iErroEw,TurboMoss,691
Q6wc0-mDpeCIwrxbMEgEs6CZw8IXv7TwUC0oIwZjuHLnXgGHJUE7tfALssXphu4yquRmHWDCR950Tw,M03948Ku0XiaLNPUaUjt7k8Z_2G5JbNS5l3lvNxtYPBvGg,aGIpeVOHxGWPOnWCQ2_1CT6NmyEBbWFE-cBEcKU8WQjl2x4,420EbishSlayer,691
lG0JlRXm04jLENz8KMqgbWL0bSv6yigfcqrefguLuL4nywtDpvC5y0qbcbwxnbVJt7dy8R4aEWgXJg,pOBtASfjlSm2iIn-KuTojoq6aLnnl_TNSgJ1g5XSru6WMeicbONippCZ,garecqmNuj-6KpiKfebqnm5XiWXpFiRXZahKRVBKIRBhuk-cY3A-KC6Zmg,UNKN0WN5,691
OYiAwFYPAq9rKGXzbpwZgz-6CaQ2SIPS2CwuanC5ywjfCQjxSz42wdcpr0YrjjUYbWJhfjvi6TEiqA,-XVt8x0fZ0MNEWpSMMlNNbGt746S8MWwqFzPu-av3uZbd_oYa2kBOf0H,gb9VbshL_hwIfsPwdMiyOpcUL-ZODPX-CfYvzTEOLFMB-nciWQiTh5TZ0w,The Intventor,690
r9jk_yavZwKyEGJayOyn-ANBiBFEzWEilmD5KdV-FPUHTCRf8mIj7KG6SNDtrLAfCjsQcEvpzO6_8g,r01HbbXJEC3lxoKV3alcb13WmiX027vkjDtQqmDI4zdAYJU,ogJMfRnDx0Hi5gufQ9eYr2pOPA_CgAPAob_ySeP3JW8zEls,TOG qLibali,690
QZAvBkITvDQ62jTDaFn00YZcTWKPwTuvrK2D4uTqfU1uDjb1370T_oOpH6s_7xUDM4JO1KnPfRSWXw,TGs7LTegfMiRHaRNTyVgEv-L9NMCi361KI5uzlUzia8wpg,uZpOwolUsRDodgXK_Amx2_pPEdUvr9oAR7q1ddBtCg21-MA,LVPWaitingRoom,690
eHdEZ_HQHDs4OVF8gKcu41lpNdBRipa0kH4rrwAS9ZJo-HPnpw3ZzofFn8bX_Ml721sDnUl9T9byrA,-PcO6tB5v1u-uRbY-8teIdByRDHBB4XGTchqDIWZpyVziq0,d1x530X64ZdhJnQ6oi5sv4lUfgA_43K0guGouTTqzB6dW5I,Baloongen,690
J72gilupOo8-UhAO31zeWnP3_gpzWEyXPgRA0UUofZ_TrhcRr6UnvwxT9K1b2AJbjBxLOs7c9IGPUw,RQ6WP7WRX0ZojwDl4jT3FFh-goVvP6ixAP10KDAuh7qfOG9WLngI6tFR,F0ZubwpNqBwIiYtobRe8tSEk9F32IiqyLxI3FWPZVCZaWmcdft-WqiW5Rw,asleepy,690
qPUVix3qc4d-hZhGqRxwqMzie_6Ty7aI80vdZCG5Of1XsUtr5aZgnS6ZK0F7x5l6qKHPfkMK4LzvPA,3pl3a8UafaE2dqnxAWlsNvmIe_P52svT6Io-5upXLSIwp-UwS3C3OEoG,G2lDglHnNAFkdGKtYQbVVd4gcQ5WupToNkrIb4cdrQuDEVK2YZzxPtZudw,i wanna dream,690
1B5SStvdtvRAA9oFZcADhwthVcB6uYMwDBDbc9XXLHPJkpRa1x4044ubzTyFtcwX8ivVAYO88EgwlQ,rozkrzFmiQMvRId60Sep4PxUeXMNvWJq5m_XGTYap7vSS5M,QoodJEI0eysKnoBT6etgiBmiLCKoFiSbJaazKUJggBkrHpU,William4,690
2W9Oj0y0rQKx-37lp7t2ltfKa9eC2B4Bi3SDSo8ypnTY1W8wmnkdNseTgWoZXG1KyleITV25v4jSHw,7xH6QI_zc8-oWfFIEmqJvBLKG5vlZaWNV4gyd7fmOj9HBsqUffOurkAS,LO2Cgl9nUd0YOMj180CMMvd2RP2owKh0C6NoU9jRPyopJoPbX2AKat9XmA,Dave Norton,689
Uq4duzAp01emFSF_fifh6nA3yxu9D0szkWzLAy3OyCKbVAG6o3zvMmwxApctU4hf29-lWfeZ24Upng,S_DbcLM0PDRFSuVsJOTrjvPNSSIzu62wQzmcLDAeVZIjbQ,tuzc-ZjAz8FikYqzF5RSGPCG9uoeOv4yPzBVsbJnzcyChrs,ŚCIERWOJADXD,689
oE0uVCft1EYlY8V4wIfHsrAvOPRwVb3onTBFuM3hz2hvM4KNGoO4MYwIODQnD1IrxHYmKoFVUdBdkQ,iGF61LUE10Gw-6EOcXNUbY_VQ9BrwPDDHdW9nBwni4kOf6by-RWQ6oir,RQ0uG1sIAklmA1afSUouAAur3GBL76bmCa5fSKwlb9qvALw-,BuFuNianShaoo,689
A8KhEgShdC0JuVturkIG3mZKGsNb6kbX7pyaJE6YdXR7G8pB7MGrRwHZrIHmN0YRvM-sZ_BwPVnyOQ,lFQ8tkc9cztqsA79MHDslMO-z5QFwZaybHfjUqRKB0uGIic,LacrpIIDf6sbrGAkI-6yl1oF_MRbwPbxYHkdtM0BZEUf0Rw,catshouldntsmoke,689
IwZdrLYSIJ_24b437h_2lQs_q_8O_czO75vrY1j0qI5YKr9_yysRXJdErXFrGmjjREgFNti4vnjaSQ,Qe3Yj50sXVqjLGIZ3VMcwUxNWv2xE6kLFVn42-dsreBNmlY,VjNJOeYQPrMNFftvGjrOJSPxqxH1uRrZrcVq0P82atm23fE,Godzilla,689
Fz8ePccyI_V8F4GZiuOtsKwEhXOiNCVtf9cBXf9JhBmomuf8nokJBOAVRv0KVh_i1KZWGH943BelMg,4Z-YRJtQvjFq1O29xNvhRFTLU2UjqTb3ORH06TrbEgnbzH81Aq2gPSLc,b7gNBjBOMJiF-4lyuO7vhIqpBVUCbYTBTfRzxw9MwIjPny72,CaYouTop,689
HWkATbgu085L50uWNQEe1IqO4U4YscWGmJX6E4PuTaZS4nxHZzNc00xhyGxaQY8jN1xVohlUVtGrrw,3jyjwG8uwZoa92_66cBYxILVwqetsV-B3uor61ws1YHQPojr4M4V6j-p,p_5CHE_T6t2vM9uBUUIoNbXKvpZIKCQ3apa7CEJR426gMPbLITgkCIbtLg,COCONUT MILK,689
-B8X1Jq0tBw1A7sv1-1GUlh_A5OYZhoqI8TPThv5K6YWNYBxnfKnmbvE2DkBF0m_kJDI97wAPXT56g,EHfZ89LyVcZgA-UFIfiDCdDR8QuPJe96V9XY0ORLv6HnBA,zuyc_dTaUr2_i0etJKmA7k5f3hP5ykD4W57_ZBjRqnm4Lw0,asdfghjqwert,688
9UjiNLU5JX6NhFm0KC9IrMBEvzJWw_jDggXBkLptq7F_RmLfbuAL3fuECwCrS18kiAyPioXs8gmuLQ,DPGtGmHQixes3a5ggjgwTUCTuX1abt4uxziBVgjmhRG4KwKweq9bOkhh,Kwn2rtQbC-JM1s3PwY8gJRZA00g13PtB900mAZQYvTX34dPf,kìtu,688
e4PJnbQZ0j9JUnqPIPnWRjwK9GcC6QD-TlwyORoVt10OkRgmJHadzENWLLKxc6EdfRNQVRftFB1RMw,HwyGh0Xef6nGpwyPYlU1Axk7tnPNqQzp5qau_p2q1CAKGxrkJO9mtGH4,J9k4m-mWkQXxVLC00E3cW3e8R7YtQPIcVVyglY5g2wNGE4PanMsdXPZJLw,Wardstone Wadid,688
aNTZQoHNyTSM44xLhamgSgCtC33c56pZdtKAg0es7Q_fs8kF9FImEDETHvfR-64ITdM7nHNP8glQAA,6NWS29Atezxfziwe-cMJlSNJCXKp_FjlJUNglHn1tsK-FmqKEYHQeuPi,C6EN6BPfr7AdjDCvLiYse0gOHhozaviY396cr44rX00pP0z8,ComboScriptXD,688
GVGiYSIizxWkHBG_EHQY1X3kVx-ppWIWq4JOzd_4PLBNnCHxfvstkjb8wrGqtHgQvxDkm0RKiHgeWg,ES2l4VHVWPAfD6JhcPs4TWVscQkX9PH7x4CIjbkAeIdqAyYYBEF8mdPW,1sYgWuuCeZv8I4HqXsMM2kfPqQ_gx711VV6iPw1u_9LVXcvn,GRFFTH,688
rBNOngYpvqZFV23bfaLVnkyjqxD3QkxMeEVql1X5kILjmI48GC_wKllJOpwrFA18nIRk_vDR5wyQZg,TuuifocbLAcuoLWo5WK0sNtdeoEofRm74xp15v8OHQdCDQ,jqPPJbqTPBJQKXffkKIo7c3cMYk8SLI1YfAAFwpZne7pikA,SatØrius,688
Jf09z4Tdo0ADzOGdtBG5L-MEaNbKjAXXP7ROor3E-PB0jQCiGjgDgTtJNqXUd-mz3UHTHUs8Dvu8Rg,RVHPe3BmzhUht3Pee0QjFcqChk18239aVeFSiOyjEAK_XrUfvJA4zW1E,viLdvzlvhkVjn6fbLVLDycUqg3LcWcvrE-npTGPEHEH6G7Oz,TwTv skaarlmarxo,688
QapxsO39dfBVoWqu9lt3MJw40O9L9XL9tp7yV31RC-srEgs6tARozXsDECVkCjKAk8rbV9DC0nwMyQ,2u6YJKvRMC5nFMSkRbi5T4ySERcAY4y6ZIW98y_9kXonHo2_z4WAjibY,Tc-zFlF1PrxW5rF7p6HWj9kOSwQmKcNPLLVm8WZezmfGI-Ct,2024bershka,687
iy1D4o3N8s-yJlTNGQGptGjC5hsWjG7JIPWVu5OfiBf5084laM63JziP-DPp4jALFVQCu2YGJLWbYA,lipzyMgOOAhEPcsT5FrVmee5rhCy19M5KJhE44OiRMDaFw,KXqFkkXqXR2BrRFOzrEQGkFhcPgVhv0Ji1s12g-na7McZIg,hand pet big dog,687
PBEtLr4Qp6TR0s7zxeMHjMvLawVTaRIGjPPln3aLlnyU7GxBRKGn6-I5EJ_ru7I8_5oCYXef1phr3g,QQ4ZoLFt2U362k7LC6tpCL3Sa2u3dR3Ug7EejR5xWyvex-qrqLu12ktX,-Oi3MOc7sHL0ziNk74Gf058a223NyxiiX7LHDraMvDS3w72vanRrkp5L2w,Eskakick,687
mnXl0nebR38KmUlRqVUSjx1f-B4i3F_SZxGIW3QhJD2GDp4SuZZePCttck8YlVI4EhzkikRFOo_lPw,yFQK2KWXHzSgkO_DqHYtFVZfNxmogQMMW4-iLy2F3ZhlwgJiRbHDie8_,Ds38OebO-jS2VvyavIwA_cIbbtZ5somSeIMhwy7v1h7EAbSj,Batuuu,687
ZpvLndCDfKIBFtDU1NWQSZDEl-oGrtyHTaf2qrikFyiVPKmk3dx_kKL-4K3rEbalOiB982LnzP-OlQ,RlwlNtwItAUPW5gtZM1RCQzOzLWMK7NHuNTUX1Tx1q8iEXw,54Y9jRDOXpzDsY_il7LrqsfwhUXW8ayaNiMtr5i3FiCbajI,T1 Dom1nant,687
-iJcQCVQVVR57A25nrA95lF1soin_tm0CxfB5u8Z9Qdl4Piio43Atj7nq_Ft1ZVn5tvn9gxclCwqOA,o64Et1tt6apxwOPzG_23AKkaGuNw3DjQzKzz2-VbN7IlgpA,cyLxRyeVYM9hF7O7L2yfNU0rxXhpKpTyat38PBRNv27qWA0,Composites,687
gO6B-y7h9PEiVthP0Zva3_tThBmI_z9nSS2RjwzQd3Owv0It1qXJuICcLHebDTQXnLla4QAHAp2AvQ,e4D99KM3PFytSlS6xlxJ2BOmjjjNh1fPxkuf2n8sxVrxwdeIHulRPiqW,Asu1uvvvo8qogjiUgdhlQFsYCt601B3A6xB-y_PL1Dl1D1l2,Ejdercan,687
sKfVRRKSduppiQNGtfjLodaOWJo6v3H3PaP5Yd3WJoGJqS11NN3xcTQkuzRPSQ0i06jKs79mYlpwcQ,glRC_bA5RhQ18lLZjYs6tUkSA89CyHMOde2a402up22Irg,yTrw3_xjEPw_I0CWr2knHoqovjyQ8lNQ-HE2wr-DlYzYQws,69lpPeaker,687
YZZ9UsZScHJLjghK73vqpDmKnj6h72RK7Vrl6WJmEV53TliAsutxhw-KDDzrqe5Zis8bgR7ukPQ6tg,Zaz7lOzVlubZ_RBJUopdeBveOFvCDOxhq2hw6XzjtstyVdI,FqrckvO7OJg6u1xmMKpi4rDnogB0RBvKNzDZ5PBp6hrLCOw,Warizar,687
QToY9ue5HHWYa0WnU2HuHbR9Dx2aTC1qzJmt4AfjLy-sfiVF8Kp0t-NLTvEw-mdta-5-aDOYPWjYIQ,jfnurmnZ1lcQGgNfyvfZch430KQ6A-w7YVeiJh6USX1sRJM,7gcsd0PKYZrQMoPsl3XBe1baxzoTzcps1RZ4o-luXjun3sI,Bradidjew,686
rhXW3dci7yLVwtPMr0s08-XGEaIsRmW5RT8HZhpE4oWNw6FxEvqsxyZzY3IiUk-x8EL0IUPyCJEUaA,sANMWx0b6tz4LDyaCtSZiuyndX5MMGReExvXXg9sU5CVSQ,z_gGx9N92avtWhDsyB8WcwRj-ZY2-b7eC8yEYJtx8aiJS2w,Curling Captain,686
A87NHyl_UdH-dUHfDOuM_L5gbt1JcQvZ7EN7eMN-y_j49N35A96FTBRz-bo45srMhyGv1a4xqLcKAA,Qfjia1uwEcyfMgVaIX02YSD5zYiVWxIwQZ3zr_lTguBjtzd76Hv4ct60,9CZkP7NZcQVDX2XJGVvsjY0ItWCALJ8u6e8nRTjiguzXeOwn,Rodolfo El Buzo,686
KsiNCf4ldlWTSMR3XCsWFRW2gUxysmArvnAJgD2yQvNfXlFs_A1tKYhN5LR4ZsNm15qTN2cR24Ho3Q,duEetaRnQf4ADl-ffQouNvlg6L0clj7cfhEgkRRVTTsOjw,1X1sREuQfECHpKb3DV5vvH5UuvNpA_l-2T5njOPbM-ct3Zw,Dancing Detlef,686
cXP08jkQjwFc_h89Y6cFH-JZ92JPbx2_k8PDtY8fd62D8a3_MwaZbh4JWVAQnD1fCnFXzwTjEYVwqA,28tBEuSM8ZOu-tvP1-MPouje3Ph5aXmiQYQtvg_nKGlhDaHx0f2XydIU,qBdWZr6rIhtzhP-xdMlb3weyJzXMlRDIcQ903QAFL1LuO8wPXMK_-gHuRQ,E ok scalam,686
UQDKIDZYt37eWg39jKNDLzC1RTCWyjdxZ3YuFJVjrYke1-2iTvfYAWnck17_qhZEs_uvxBFAlAVD-A,1DQe56iC5gAxPJD5_buAivlRaLWxZFVXYWSLTO0U_rmRyaE,ZOXMNtu1TZoI5A5WhnxU2Jm5ffBYLn_5T6lCVqC8Zqyu-EU,Reu,686
Z816VEjKvdNGSgIT-yOO9oTJIHwWdLTKJkUV0FvZkHp6g8Z7r9kc6Eihvp6tbZqgPbMv4_It-q6ZmQ,VoqwJt04F6opg1Hy8lqJwDKV3q_YLVQfhb-TeHBbX7PmE2Q,DZb7B3FLVKWMqacSM3ZS5q7SRZUrGWWQPvZuVlP4MpNZoGU,kiryú,686
smOfyqjv_1lqFBW4pD554b2U1LG0zYXAueUHNnxO8cZjdOIGB5ionOpmuWurP5yJCR2uYyTIdquBuw,UjRavPkob8sl1IwpkX-t5ViqdcU7wIcYCjqTvmRxjpeWxic,bmm-CVRxTDpcpn9g-cvjyPr9-aPcJjvJG1rfs9irFWIFdmg,KhouJin,686
CVEzGVv9UAW96f0uwo3aDPcg1-nS6VWEfr0UNgS7wLCq0g_oX7aamF7XsklSsXXQuwilIYUhiKV45w,QUEjFbIFNPauS2Ss8HI8ckva0uY19CHS3afo6Qj1gAlrA4Gj9eeu_BNR,qEmcms4NXQoPeDu1gOWV9rA-mkCJYVa9YUiVvLYag6RlTMKeH2yBfu3FJA,stoic densi,686
7mSmjXs4nedOj-gwAP0DQ4c2uoJmVsQ3Vog8CBCLIp5Jk9o7m_LG9R0Jn5ONVRB4VlU1ykmdc8Ss0A,OVw3smdG4OD8v8dVser3P4pfLcbLWGT2afB7kampCNvBcnllVD3JbUtQ,94oEl_kNfHIgMyYQgiXrA3zFbSUlqh3cNM5sE44OeOP5qBxNMwFqYe2exw,MIDΚΙNG,686
cNhtBzzie8KsUJucfSWUBaYtvneHNxQnRUuVLAsrWRTSkfKHY3MKjyFwsyFBGITroiz6mEZNPxJdew,gswxXsaKjlqLhNxaGXYG8QxEqKwwB38XDpLR0WseXg6qhg,MqJiQ-G0Smt5Xig7zLCQTytmGU7vBf91Uy51lKDGt90iKKY,Shubber,686
A9fLRzcuTHMOcvsQ86-HlSDCOqJBGyfBrw64kqNyYnGVY63lmF2uxSw0FeGs__f4Pd45HWyUeM1RkQ,pno8Wb-efcFr1ofgRFZnNRbYhHSHPDmIy5P5ibsEiHJgRA,JUuTXtnsMeCAlRvxRgtudfDMXZIlYIRjaGP0DRJV6IUy2xs,Arabian Princess,686
kwnoQAM-gORw-zDYjJvwUtUjvmY8bAL13sPBzMkFYOqjlbH-3ckOWvTueLQTiHxO67cBu5jkWm7LNw,jWoFWfgWC8ht_zrj27zPIo6MgAX0UTM3_zYJ7RXwy-eubw,bfwPL5xr6wn88qTAa8UKhyAsHHPkGREoDPvquK5SaRiwZbI,Delitto,685
7RectVCY7ozYl1b3pdyvRCRb6XghkUv5Cc-BGpQ_3QOs57l6-93sUqy4pdixeOp5sAKUtdQCXFaWSg,r7Exl95ubUU3NAPqHolFYd7JRD_Y6sZqWvj65otxDvx60aY,dwVoJ3H8ixo5Yr6soQLjF79espZVh6AoC9dFLSAGD_HXAis,Nøaah,685
3LgWlGkZ9jHttUTYltq4lN2RLoAwrwhkTX75yVd-W7NTzRAuxN2cb20a4oIO0lzYU809QDP9FFJOng,FBuchNggQEeTnIInob4SLqVnCaAFtyGorXs5nrsnOmP9mA,YDMesv5FIsEsUA0lsNF4edJR5TPRdmN7oOLlrfZ2iF9oqmA,Azyrite,685
Tv2Sr1WIKofpkAi22tnl5WZQQr1BaY9FBJ8-BVvxBIGhz4g6MLLwVFVIf2ByHndgVS15_M4vklcSLg,EI7Sd9tAiR0AZxVUnBCwjpuQRm5wsCoTZ-h9AqN2BHceKtsGHlE9g9m1,-12ztUmZK-PxLeqM6-6M9Xe1pz7Qi-txWajL3N0CGvYZy6UCDagU-jowIA,AGR1,685
Xg7BhmNB9ky_f6pDuLc4SKEzMd63raiiG2f9G53B7jzeOpyFmYN8RMzAvAyu24qWxX9L3lP08gKrdw,D23x53HXw7vFXi7zDoE752EFkSE8WRXB7xLDcj5dBHx7gLlTUOt4kp27,habwIY9d_e8o9Uv5GUdTpJOUeXkrEf0aFlZv8AFb3gj66LrVHwmstfZl_Q,51085210930,685
UsxR9kc4po_aDXexX_0mtVQ4kxfhgbn5Mmr0V8r7oMcgrciLqUDWAbORmaRdqg09h4KSTWhhG0qEIA,aXsuKJJvJZGTTgzEplkFt9KLFG4hrbugDKBKTRtuZHGNCVE7OmBp18sY,YBHCLqx7zknGK26npRn-BBgZSQky30w_SaxBE5R4LaVdGxkSdOccTaRlsw,Retznash,685
1SAG-Z5wb-YyP-S04DD6SVYaS7C6-gHEH3G5c4t2jUsUqNUPZtI9A-yv6IbWIgqcwPlMW0ec3Wo8VQ,kw97vcQ29t2uAUg11sI487Po2CckGEtOxePrK7gGnQjQzw,ZEVlWwSx59MXO3enE3E6-uHeM82DPFXroMTPRSNfMkCHV3k,Pyra Bzz Bzz,685
vS4cAo5-6PkyvlHGG8zED_r4gjfyzTkSITZxGQg75017wJ6WpXn6cOr_SC60IHPDKCCQbfEx81uYlQ,zsVrbPM6OcA7rGSPmfnwWYU4Oc_GzHN3pqjUf0YMuX7OETwDzz6MZ4m8,vEEa64ptCOkyAnCqlnZNdDqJpGMclFkJLZLMAHhcJB2ZqDeE,Catrα,685
l5fmReqWGv1AR2-Ap_3UBYo7EV48huNxaQwPFhu3CYwlWya75Xrenn6Di9EEwXL2fzE1G9Z6uiK9zQ,76sGdsHoEjRQsilmK5qjfSxB3UJpqt7vLXuXSlp-3bRUQ6M,Um443g-nSp-TKO7ntpW9gZLANrSFc5JsC_gER3sgRyjleaE,gala3,685
XasV52Dl6bbqNcAMJzsqBP07rD9vCEmaBg2urJoddVlRLwhA6g3nA9lZ5s6qcY5LF-VXm8hGzZz2NQ,4cw-QDNwIfp7jLY4IiqBpP0xVFvqtgJB3_1lrkjj5nB1tA,_tiSZ0KOvJT69IAEVj3B-m5YnQU2TZwhZRbtuR8Qa4vsBmY,Filou la malice,685
5x8uvoEzocD6gacZ8mlgmx7tzhiyuy0LfG_I0J1Gt1RaZhTD1tcvlNenPYzFgT3OQR9MmQaJA12geQ,mCL9yi9v0DaORcrYPICthiO4FdLYZ2M-wWC7Zr9oeV0eSg,kM-qafHYO6CDMl2kQtjZ3K28dagI0MDcIbDEa_608f4iPNo,Jordæn,684
8SuTTBl8BexumyHo4oR3lBPiHA4OSYFygqpnGeyVwsIBRFSMFGIPLARJdp-QNU9B6d1I77nRu48xaA,6DcVoaPWncckG3xQpVVQNiacb9xcGRSJZG0ydUTsQbsfhPE,RxEBzzJWYm8vTXA0LznV5rQKE36Fy5kT6XTmCP3L8rGR1oM,Baxe,684
8v7lfxHrgtjW51jDumMdsYwJ519UWbFnDaOsAzHyXc7Kvm_yxM8EYfJ20PUikDBDNL4UvIYF9Gk1Dw,xNNEGPSc8Mljt30WMZIQMZLfE8I4t9BBcU4u8B9wKr_P2v28nuNT7fxs,haN9NM4uUE9kBMo3CwSzg9WxP3s-A54GNv4vEDhvfg1Nt0m5Ux0psqimUQ,import warrior,684
6nkPrlTMmLw89srLQNeZvczWTEtyizHy-HUIEMLAx1eiR91pQpGjrf01u2j2NDyQSt_o2zwi_mGGKQ,upOkwDOVJ75Igh1VxcsrgS7HbM5OQ5Fvd7uCUcV9BHsKAHY,hpQtv0HQjitniYfYq1m6KLBoJHg4JIBQ30_Fxa-9tszRi-54,EauDeJouvence,684
rzBHrC8ThG_b2J_RV1ba6KWYXWVcsaqZriNf0j2nq4Z6NC7FbUNLBa4uiC0d4DoTtlFPPQs9rnoaQw,AhQur3No_dFy7yHNyON6uuSDzs2QIypdQA2aTtLhAd5hQVQdTSgE-_Ks,rQq18VbkOzfTJiBL1SezH8QcAm2wmj2L2C8b9gr11KkpxqfkF122XwZn4Q,Scarlet Rose,684
